X,Y,Z,timestamp
0.26499999,0.10969999,0.1016,13
0.0397,0.0571,0.139,33
-0.26980001,0.0807,0.17719999,53
-0.3926,0.134,0.17639999,73
-0.36489999,0.19749999,0.13669999,92
-0.20449999,0.0346,0.13159999,112
-0.1149,0.0284,0.0907,132
-0.0563,0.0658,-0.0171,153
-0.0375,0.045,-0.0552,173
-0.0098,-0.063,-0.0109,194
-0.0297,-0.123,-0.0467,213
0.0294,0.0011,-0.091,234
0.0273,0.117,-0.1186,254
0.0541,0.1171,-0.0872,274
0.1007,0.1073,-0.0374,294
0.13769999,0.036,0.0132,314
0.1214,0.0199,-0.0249,334
0.084,0.0841,-0.0692,355
0.17279999,-0.0469,-0.0277,374
0.1014,-0.0994,0.0222,394
-0.0817,0.0199,-0.0589,414
-0.1908,0.1193,-0.1441,436
-0.27699998,0.0163,0.0152,454
-0.34739998,-0.0795,0.1125,475
-0.21319999,0.002,0.1046,494
-0.1245,0.2341,-0.0624,513
-0.1346,0.30829999,-0.1583,534
-0.19739999,0.0363,0.0655,554
-0.1034,-0.0018,-0.012,573
0.2845,0.2793,-0.38769999,594
0.55579996,0.28380001,-0.39029998,612
0.31569999,-0.1177,0.0423,632
-0.14379999,-0.2287,0.32999998,653
-0.14209999,0.37989998,0.13329999,672
0.1093,0.54930001,0.0032,692
0.0438,0.29949999,0.0991,713
-0.2288,0.09209999,0.33159998,732
-0.20099999,0.21239999,0.24089999,753
0.0146,0.361,0.1374,772
0.1495,0.213,0.1629,792
0.1138,0.0598,0.1652,812
0.0238,0.0661,0.0835,833
-0.17369999,0.0808,0.3793,854
-0.3427,0.0658,0.27419999,873
-0.0777,0.0306,-0.0742,894
0.1227,-0.18329999,-0.1661,913
0.0296,-0.32909998,-0.22729999,934
-0.0824,-0.27399999,0.1998,955
-0.2235,0.0668,0.59639996,974
-0.0385,0.33789998,0.068,994
0.0743,0.1715,-0.12459999,1014
-0.1786,-0.1347,-0.1074,1034
-0.29620001,-0.19469999,-0.17109999,1054
-0.09,-0.0596,-0.37719998,1073
